Run ID,Event ID,QP Creation Time [ns],Patch Copy Number,Patch IX,Patch IY,Patch Center X [um],Patch Center Y [um],QPs Created
0,26213,76818.8,1502,19,1,3800,200,6
0,26213,39489.6,1502,19,1,3800,200,4
0,26215,57012,1502,19,1,3800,200,2
0,26225,28749.1,839,2,1,400,200,2
0,26226,22807.5,839,2,1,400,200,4
0,1336,48425.7,839,2,1,400,200,4
0,1337,9371.8,839,2,1,400,200,2
0,1346,40634.8,1502,19,1,3800,200,2
0,1346,5419.22,1502,19,1,3800,200,2
0,1350,74618.2,1502,19,1,3800,200,2
0,1350,35417.1,1502,19,1,3800,200,4
0,1357,92.7604,839,2,1,400,200,12
0,1360,34779.2,839,2,1,400,200,2
0,1376,11910.7,1502,19,1,3800,200,2
0,1383,1153.46,839,2,1,400,200,4
0,1387,17553.8,1502,19,1,3800,200,2
0,1387,73012.7,1502,19,1,3800,200,6
0,1393,37274.8,839,2,1,400,200,2
0,1412,67661.2,839,2,1,400,200,2
0,1423,866.3,839,2,1,400,200,4
0,1428,268.149,839,2,1,400,200,8
0,1430,14753.2,839,2,1,400,200,6
0,1434,22934.2,1502,19,1,3800,200,2
0,1454,49716.6,839,2,1,400,200,2
0,1458,80071.6,839,2,1,400,200,2
0,1472,71572.2,839,2,1,400,200,2
0,1473,16581.7,1502,19,1,3800,200,2
0,1476,68265.8,1502,19,1,3800,200,4
0,1486,31812.8,1502,19,1,3800,200,2
0,3820,34517.7,839,2,1,400,200,4
0,3828,38271.8,839,2,1,400,200,2
0,3833,7501.51,839,2,1,400,200,4
0,3862,52068.4,839,2,1,400,200,2
0,3863,63231,839,2,1,400,200,2
0,3869,33808.3,839,2,1,400,200,2
0,3875,72455.4,839,2,1,400,200,2
0,3884,11730.5,839,2,1,400,200,4
0,3903,99860.7,1502,19,1,3800,200,6
0,3906,9903.9,839,2,1,400,200,10
0,3911,89910.6,1502,19,1,3800,200,2
0,3925,20070.3,1502,19,1,3800,200,4
0,3930,57796.1,839,2,1,400,200,2
0,3937,1123.2,1502,19,1,3800,200,2
0,3946,64493,839,2,1,400,200,2
0,3973,49189.3,839,2,1,400,200,2
0,3978,28147.9,839,2,1,400,200,2
0,6809,915.306,839,2,1,400,200,2
0,6813,4697.77,1502,19,1,3800,200,6
0,6825,30092.2,839,2,1,400,200,2
0,6830,2256.64,1502,19,1,3800,200,2
0,6837,6951.44,1502,19,1,3800,200,6
0,6838,50746.6,1502,19,1,3800,200,2
0,6840,269.172,839,2,1,400,200,2
0,6843,138321,1502,19,1,3800,200,2
0,6848,99.2458,839,2,1,400,200,10
0,6857,627.982,839,2,1,400,200,10
0,6857,146.619,839,2,1,400,200,4
0,6904,49166.8,839,2,1,400,200,2
0,6909,83644.5,839,2,1,400,200,4
0,6909,101800,1502,19,1,3800,200,2
0,6914,70331.1,839,2,1,400,200,4
0,6915,29512.1,839,2,1,400,200,2
0,6921,8207.21,839,2,1,400,200,2
0,6921,310.466,839,2,1,400,200,2
0,6925,593.466,839,2,1,400,200,2
0,6937,10595.1,1502,19,1,3800,200,2
0,6937,83059.7,1502,19,1,3800,200,2
0,6939,20203.8,1502,19,1,3800,200,6
0,6942,69403.1,839,2,1,400,200,2
0,6949,29561.1,1502,19,1,3800,200,2
